IUCN_species,centroid_long,Latitude,abs_lat,region,clutch_size,Egg mass (g),incubation_d,body_mass,Beak_Length (culmen),HWI
Myiomela cambodiana,103.4446378,11.72,11.72,tropical,NA,NA,NA,26.8,17,20.6
Tanygnathus lucionensis,122.8969892,11.72,11.72,tropical,NA,12.16,NA,215,33.3,44.2
Orthotomus chaktomuk,105.043901,11.74,11.74,tropical,NA,NA,NA,7.7,15.2,10.5
Rhipidura nigritorquis,122.927164,11.74,11.74,tropical,NA,1.79,NA,12.5,14,14.7
Erythropitta erythrogaster,122.8930606,11.75,11.75,tropical,NA,7.32,NA,72.4,20.3,23.9
Streptopelia dusumieri,122.8845235,11.75,11.75,tropical,NA,NA,NA,153,21.2,32.2
Ducula cuprea,75.97769064,11.77,11.77,tropical,NA,NA,NA,486,24.7,26.7
Hierococcyx pectoralis,122.7967134,11.77,11.77,tropical,NA,2.2,NA,79.7,24.4,27.4
Pternistis clappertoni,26.02239969,11.78,11.78,tropical,NA,23,NA,469.6,29.2,25.1
Collocalia troglodytes,122.9309713,11.79,11.79,tropical,NA,0.83,NA,5.4,5.8,68.6
Macropygia tenuirostris,122.8561372,11.79,11.79,tropical,NA,8.55,NA,177,20.5,33.2
Aerodramus mearnsi,122.7408656,11.8,11.8,tropical,NA,1.41,NA,11.3,6.2,67.9
Cinnyris pulchellus,11.49906695,11.8,11.8,tropical,NA,1.11,NA,7,17.5,18.5
Pternistis ochropectus,42.70477973,11.82,11.82,tropical,NA,31.72,NA,699.6,33.3,7.8
Sarcops calvus,123.1328801,11.82,11.82,tropical,NA,8.85,NA,142,29.7,21.4
Treron axillaris,123.0909351,11.82,11.82,tropical,NA,6.9,NA,234,22.2,36
Aethopyga pulcherrima,123.2258333,11.83,11.83,tropical,NA,0.89,NA,6.2,20.5,16.6
Copsychus mindanensis,123.0808292,11.83,11.83,tropical,NA,3.43,NA,36,23.2,19.1
Batrachostomus septimus,123.1619435,11.84,11.84,tropical,NA,7.82,NA,86.8,25.5,23.6
Dicaeum pygmaeum,122.904061,11.84,11.84,tropical,NA,0.63,NA,5,10.3,16.6
Sitta oenochlamys,123.1448646,11.84,11.84,tropical,NA,1.52,NA,16.4,15.9,18.9
Halcyon gularis,123.1049078,11.86,11.86,tropical,NA,NA,NA,91.4,61.8,22.5
Sporophila nuttingi,-84.23416129,11.86,11.86,tropical,NA,NA,NA,24,18.9,15.4
Amaurornis olivacea,123.0825068,11.87,11.87,tropical,NA,17.45,NA,292,35.4,23.6
Arborophila davidi,107.2989269,11.87,11.87,tropical,NA,14.65,NA,241,25.1,26.4
Ducula poliocephala,123.094367,11.87,11.87,tropical,NA,21.99,NA,555,29.3,29.8
Sholicola major,76.26805463,11.87,11.87,tropical,NA,3.96,NA,38.5,16.8,12.3
Surniculus velutinus,123.0868903,11.87,11.87,tropical,NA,10.4,NA,35.6,22.3,25.9
Rhabdornis mystacalis,123.1609307,11.88,11.88,tropical,NA,2.85,NA,25.6,21.6,23.1
Aethopyga bella,123.0810086,11.89,11.89,tropical,NA,0.62,NA,4,14.9,15.8
Dicaeum bicolor,123.0894827,11.91,11.91,tropical,NA,1.15,NA,9.1,9.4,15.2
Pernis steerei,123.0998367,11.91,11.91,tropical,NA,54.94,NA,722,33.9,29.9
Dicaeum luzoniense,123.1053019,11.92,11.92,tropical,NA,NA,NA,5.7,9.4,23.3
Microhierax erythrogenys,123.1298217,11.92,11.92,tropical,NA,8.7,NA,50,15.5,38.9
Dicaeum hypoleucum,123.2010067,11.93,11.93,tropical,NA,1.04,NA,8,13.2,18.3
Garrulax annamensis,108.3702813,11.93,11.93,tropical,NA,5.5,NA,78.8,25.7,5
Merops americanus,123.0717158,11.93,11.93,tropical,NA,NA,NA,34.8,41.5,40.2
Pterodroma deserta,-35.94675713,11.95,11.95,tropical,NA,59.5,NA,311,32.9,48.3
Dicaeum australe,123.2262381,11.96,11.96,tropical,NA,1.3,NA,8.7,11.9,14.7
Garrulax ferrarius,103.5655998,11.97,11.97,tropical,NA,5.49,NA,78.6,26.5,6.9
Irena cyanogastra,123.2193228,11.97,11.97,tropical,NA,6.49,NA,80.3,28.7,21.4
Edolisoma mindanense,123.0894814,11.98,11.98,tropical,NA,8,NA,58.7,24.6,25.2
Prionochilus olivaceus,123.2092917,11.98,11.98,tropical,NA,1.2,NA,9.4,10.6,17.8
Chloris monguilloti,108.3369524,12.01,12.01,tropical,NA,1.77,NA,15.5,14.1,32.9
Bubo philippensis,123.2064063,12.02,12.02,tropical,NA,63.69,NA,1392.2,47.5,23.4
Hypothymis coelestis,123.1340199,12.02,12.02,tropical,NA,2.05,NA,13.6,14.8,17.7
Ninox randi,122.9043273,12.02,12.02,tropical,NA,19.9,NA,191,26.4,36.7
Phapitreron amethystinus,123.2131007,12.02,12.02,tropical,NA,7.78,NA,145,25.9,33.5
Emberiza goslingi,9.440015145,12.03,12.03,tropical,NA,1.69,NA,13,10.2,20.1
Leptotila wellsi,-61.70978466,12.05,12.05,tropical,NA,9.96,NA,200,21.2,15.7
Bolbopsittacus lunulatus,123.1685066,12.06,12.06,tropical,NA,5.13,NA,67.6,22.7,38.9
Asarcornis scutulata,98.98376526,12.09,12.09,tropical,NA,81.5,NA,2937.4,65.1,36.6
Sturnia erythropygia,92.79116463,12.1,12.1,tropical,NA,6.15,NA,81.7,24.8,27
Tangara cucullata,-61.68246467,12.11,12.11,tropical,NA,3.15,NA,27.9,14.6,21.5
Crithagra leucopygia,16.32453,12.14,12.14,tropical,NA,1.06,NA,10.8,10.1,29.6
Hedydipna platura,8.95772372,12.14,12.14,tropical,NA,0.88,NA,6.7,12,21.2
Ficedula luzoniensis,122.6903319,12.16,12.16,tropical,NA,NA,NA,8.2,13.4,20.2
Passer hemileucus,52.22968725,12.2,12.2,tropical,NA,2.12,NA,30.2,14.4,17.9
Sittasomus griseus,-82.21606265,12.21,12.21,tropical,NA,NA,NA,13.1,18.4,22.5
Rubigula gularis,75.68312598,12.26,12.26,tropical,NA,NA,NA,29.3,14.1,11.9
Hypsipetes ganeesa,76.54302462,12.27,12.27,tropical,NA,4.75,NA,51.8,26.9,23.3
Ninox affinis,92.78110877,12.28,12.28,tropical,NA,19.9,NA,146,22.5,34.7
Dryocopus hodgei,92.77889914,12.29,12.29,tropical,NA,10.6,NA,156,46.4,21.1
Coracina dobsoni,92.77398198,12.3,12.3,tropical,NA,10.49,NA,111,30.9,33.2
Ninox obscura,92.7739247,12.3,12.3,tropical,NA,19.9,NA,191,23.5,37.1
Dendrocopos analis,101.9760692,12.33,12.33,tropical,NA,3.59,NA,44.9,19.2,20.8
Euodice cantans,20.25430158,12.33,12.33,tropical,NA,0.985,NA,12,10.9,23.6
Terpsiphone affinis,103.2046497,12.37,12.37,tropical,NA,NA,NA,19.2,20.6,20.8
Microchera albocoronata,-84.03592472,12.4,12.4,tropical,NA,0.37,NA,2.7,14.4,64.8
Dicrurus menagei,122.0391603,12.41,12.41,tropical,NA,7.05,NA,79.2,34.7,23.4
Ninox spilonotus,122.257352,12.41,12.41,tropical,NA,14.36,NA,127.9,25.4,27.2
Rhipidura sauli,122.0391534,12.41,12.41,tropical,NA,1.91,NA,13.6,14.6,18.4
Vidua orientalis,15.22989857,12.44,12.44,tropical,NA,1.59,NA,18.5,10.8,22.1
Lagonosticta vinacea,-9.757319236,12.45,12.45,tropical,NA,NA,NA,9.9,10.4,16.7
Arborophila cambodiana,103.2011483,12.46,12.46,tropical,NA,17.48,NA,285.9,23,23.1
Spilornis elgini,92.81440045,12.47,12.47,tropical,NA,62.75,NA,895,37.5,29.4
Passer insularis,53.85615581,12.5,12.5,tropical,NA,2.12,NA,27.3,15,14.6
Buteo socotraensis,53.86661439,12.51,12.51,tropical,NA,73,NA,759.1,37.8,35.2
Chalcomitra balfouri,53.86661439,12.51,12.51,tropical,NA,1.48,NA,11,21.3,14.8
Incana incana,53.86695363,12.51,12.51,tropical,NA,1.25,NA,10.4,13.3,9.9
Onychognathus frater,53.86661439,12.51,12.51,tropical,NA,7.06,NA,100,32.6,21.6
Otus socotranus,53.86661439,12.51,12.51,tropical,NA,12.6,NA,67,19.2,25.1
Rhynchostruthus socotranus,53.86661439,12.51,12.51,tropical,NA,2.74,NA,28.3,17.9,29.4
Cisticola haesitatus,53.75897413,12.52,12.52,tropical,NA,0.99,NA,6.9,10.2,12.4
Dendrocitta leucogastra,75.72888718,12.52,12.52,tropical,NA,6.2,NA,99.2,34.5,13.5
Anas albogularis,92.82042982,12.53,12.53,tropical,NA,35,NA,488.1,35.1,44.5
Emberiza socotrana,53.81922615,12.53,12.53,tropical,NA,1.86,NA,14.4,11.3,19.6
Vireo caribaeus,-81.71263103,12.53,12.53,tropical,NA,1.67,17,9.3,13.8,13.4
Schiffornis veraepacis,-85.86473179,12.56,12.56,tropical,NA,4.01,NA,31.7,21.2,18.1
Cinnyris lotenius,77.72693699,12.6,12.6,tropical,NA,1.23,NA,8.8,29.5,15.4
Myiarchus nugator,-61.41656643,12.7,12.7,tropical,NA,4.04,NA,37,27.4,13.8
Geothlypis bairdi,-84.49425498,12.71,12.71,tropical,NA,NA,NA,17.2,15.5,15.1
Rhopocichla atriceps,76.41410308,12.74,12.74,tropical,NA,1.97,NA,16.3,14.5,7.2
Locustella caudata,122.9182556,12.78,12.78,tropical,NA,2.65,NA,22.9,15.4,8.7
Melozone leucotis,-85.69385277,12.87,12.87,tropical,NA,3.97,NA,39.9,16.6,8.4
Crithagra xanthopygia,38.46710981,12.88,12.88,tropical,NA,1.26,NA,12,11.2,21.6
Anthreptes griseigularis,123.5369244,12.9,12.9,tropical,NA,1.47,NA,11.3,18.9,16.8
Leptocoma sperata,122.5694227,12.92,12.92,tropical,NA,0.93,NA,6.4,15.3,21.4
Dicaeum retrocinctum,121.0675007,12.95,12.95,tropical,NA,0.8,NA,6.5,12.8,17.7
Ninox mindorensis,121.0658343,12.96,12.96,tropical,NA,14.36,NA,127.9,20.9,28.6
Prioniturus mindorensis,121.0657946,12.96,12.96,tropical,NA,9.12,NA,148.1,21.9,38.6
Ploceus galbula,41.58294199,12.97,12.97,tropical,NA,2.14,NA,21.7,15.8,17.7
Dicaeum cambodianum,103.9762861,12.99,12.99,tropical,NA,NA,NA,5.7,9.4,23.3
Passer cordofanicus,23.66934386,13.04,13.04,tropical,NA,2.12,NA,22,13.8,17.2
Thalasseus maximus,-60.21602883,13.04,13.04,tropical,NA,68.25,NA,415.3,73.7,61.4
Ducula mindorensis,121.0607489,13.06,13.06,tropical,NA,20.37,NA,507.2,24.9,27.6
Acridotheres leucocephalus,105.2331654,13.09,13.09,tropical,NA,NA,NA,81.7,23.4,26.9
Calandrella eremica,45.04327025,13.09,13.09,tropical,NA,NA,NA,23.7,13.5,31.2
Leptocoma minima,75.62387489,13.1,13.1,tropical,NA,0.76,NA,4.9,15.1,13.6
Aerodramus whiteheadi,122.4298014,13.11,13.11,tropical,NA,1.64,NA,14,8.7,69.2
Nisaetus cirrhatus,94.35600334,13.11,13.11,tropical,NA,90.5,NA,1475.1,49.9,27.9
Penelopides mindorensis,121.139795,13.12,13.12,tropical,NA,24.24,NA,462,86.7,16.9
Amazilia cyanura,-87.74100873,13.13,13.13,tropical,NA,0.55,NA,3.9,21.9,63.3
Centropus steerii,121.1829525,13.16,13.16,tropical,NA,14.27,NA,198.4,42.4,5
Loxigilla barbadensis,-59.5549417,13.17,13.17,tropical,NA,2.21,NA,16.6,15,16.8
Tephrodornis sylvicola,75.58029093,13.21,13.21,tropical,NA,3.24,NA,37.8,25.6,17.3
Amazona guildingii,-61.19704276,13.25,13.25,tropical,NA,24.69,NA,646,41.1,31.4
Tangara versicolor,-61.19020871,13.25,13.25,tropical,NA,NA,NA,27.9,14.6,21.5
Myrmecocichla aethiops,6.501382314,13.27,13.27,tropical,NA,5.09,15,56.6,23.5,15.4
Pterodroma solandri,57.95876362,13.28,13.28,tropical,NA,67.42,56,468.6,33.9,65.1
Catharopeza bishopi,-61.18281459,13.29,13.29,tropical,NA,2.14,NA,15.1,15.5,20.5
Megascops cooperi,-88.92096668,13.29,13.29,tropical,NA,16.19,NA,149.9,23.8,24.5
Penelope purpurascens,-85.92307171,13.31,13.31,tropical,NA,103.4,NA,2060,45.8,12
Cyornis pallidipes,75.49032921,13.32,13.32,tropical,NA,2.55,NA,19,15.9,15
Cacomantis merulinus,105.475754,13.43,13.43,tropical,NA,1.55,NA,25.3,20.8,32.5
Cacomantis sonneratii,96.57316914,13.43,13.43,tropical,NA,1.61,NA,33.8,23.7,33.3
RhyticerosNArcondami,94.28938853,13.43,13.43,tropical,NA,31.08,NA,697.2,112.9,28.7
Piprites griseiceps,-84.94757108,13.47,13.47,tropical,NA,2.18,NA,16,11.4,24.1
Rhodinocichla rosea,-85.96330836,13.47,13.47,tropical,NA,4.63,NA,48,23.1,9.1
Mirafra rufa,19.1267814,13.49,13.49,tropical,NA,2.65,NA,29.2,15.2,17.9
Lophotis savilei,8.033911929,13.54,13.54,tropical,NA,58.36,NA,1137.4,38.2,33.7
Dendrocolaptes sanctithomae,-86.38144435,13.55,13.55,tropical,NA,7.85,NA,66.9,38.8,20.6
Hypothymis helenae,122.9770913,13.55,13.55,tropical,NA,1.64,NA,9.9,12.7,17.2
Cyornis camarinensis,123.2896001,13.6,13.6,tropical,NA,NA,NA,19.6,15.7,17
Colinus leucopogon,-87.45518274,13.64,13.64,tropical,NA,10.4,NA,128.7,14.1,23.9
Treron curvirostra,102.0613993,13.64,13.64,tropical,NA,7.46,NA,134.5,19.4,34.9
Pyrrhula leucogenis,122.4396329,13.68,13.68,tropical,NA,1.94,NA,19,13.9,17.2
Robsonius sorsogonensis,122.962004,13.72,13.72,tropical,NA,4.46,NA,61,22.6,7.2
Campylorhynchus capistratus,-88.1049295,13.76,13.76,tropical,NA,3.22,NA,31,23,9.6
Aerodramus bartschi,144.9658617,13.78,13.78,tropical,NA,1.02,NA,7.4,5.3,60.5
Motacilla samveasnae,106.4562888,13.82,13.82,tropical,NA,2.52,NA,22.7,17.6,26.9
Amazona versicolor,-60.97212201,13.88,13.88,tropical,NA,26.5,NA,676,38.8,31.4
Icterus laudabilis,-60.96527371,13.89,13.89,tropical,NA,3.39,NA,36.9,25.4,22.2
Setophaga delicata,-60.96527371,13.89,13.89,tropical,NA,1.45,NA,7.4,12.4,17.9
Aegithalos annamensis,107.7235135,13.9,13.9,tropical,NA,NA,NA,6.1,7.4,17.6
Melanospiza richardsoni,-60.97338912,13.91,13.91,tropical,NA,2.55,NA,20.9,16.9,17.1
Leucopeza semperi,-60.98325618,13.92,13.92,tropical,NA,2.56,NA,19.8,18.9,16.9
Turdoides leucocephala,35.92821125,13.94,13.94,tropical,NA,4.25,NA,63.3,23.5,10.8
Lanius validirostris,122.3677466,14.02,14.02,tropical,NA,3.79,NA,37.5,21,17.1
Scolopax bukidnonensis,122.5706469,14.02,14.02,tropical,NA,31.94,NA,238,85.9,19.6
Garrulax milleti,107.8269183,14.07,14.07,tropical,NA,5.49,NA,78.6,27.7,7.7
Psilopogon auricularis,107.7850122,14.09,14.09,tropical,NA,0,NA,63.5,24,17.9
Merops viridissimus,12.30620921,14.11,14.11,tropical,NA,NA,NA,14.8,31.1,36.8
Zosterops rotensis,145.1943381,14.14,14.14,tropical,NA,1.44,11,10,11.8,19
Garrulax vassali,107.6403052,14.15,14.15,tropical,NA,NA,NA,78.6,24.6,8
Crypsirina temia,103.5190142,14.19,14.19,tropical,NA,8.97,NA,129.5,28.2,12.5
Anthoscopus punctifrons,10.92307527,14.22,14.22,tropical,NA,0.72,NA,7,9.2,15.4
Cutia legalleni,107.5272373,14.22,14.22,tropical,NA,4.05,NA,47.2,21.9,17.8
Rhyticeros subruficollis,98.70369951,14.23,14.23,tropical,NA,55.2,NA,2042,163.6,29.6
Brachypteryx poliogyna,121.4397666,14.29,14.29,tropical,NA,NA,NA,17.7,15.5,9.9
Ninox philippensis,122.2014278,14.32,14.32,tropical,NA,14.36,NA,127.9,21.3,27.2
Patagioenas nigrirostris,-87.31050612,14.33,14.33,tropical,NA,9.03,NA,176,21.7,34.4
Aethopyga siparaja,100.1501082,14.37,14.37,tropical,NA,0.9,NA,6.7,19,17.4
Cinclocerthia gutturalis,-61.00157983,14.38,14.38,tropical,NA,5.29,NA,69.2,41.4,16
Turdinus calcicola,101.1945892,14.38,14.38,tropical,NA,NA,NA,27,20.7,8.5
Tephrodornis virgatus,103.6333539,14.42,14.42,tropical,NA,3.24,NA,37.8,26.2,21.6
Microcerculus philomela,-86.97017289,14.46,14.46,tropical,NA,2.13,NA,17.8,19,8.1
Cyornis sumatrensis,102.1862857,14.47,14.47,tropical,NA,NA,NA,16.2,14.5,19
Ramphocinclus brachyurus,-60.90019825,14.52,14.52,tropical,NA,4.58,NA,50,28.4,15.2
Lampornis sybillae,-86.6961513,14.53,14.53,tropical,NA,0.74,NA,6.3,23.5,63.2
Dicrurus balicassius,121.7649373,14.59,14.59,tropical,NA,6.54,NA,72.3,34.5,21.8
Treron affinis,75.04221801,14.61,14.61,tropical,NA,6.9,NA,234,18.4,35.6
Cyanocorax melanocyaneus,-88.4586802,14.64,14.64,tropical,NA,6.77,NA,101,33.4,9.4
Electron carinatum,-86.43919962,14.65,14.65,tropical,NA,7.46,NA,64.9,37.8,19.9
Icterus bonana,-61.02291022,14.65,14.65,tropical,NA,2.9,NA,29,22.9,15.8
Pyrilia haematotis,-87.49785379,14.68,14.68,tropical,NA,8.86,NA,149,25.7,35.4
Terpsiphone unirufa,121.7066427,14.68,14.68,tropical,NA,NA,NA,20.4,21.5,18.1
Hydrobates socorroensis,-109.1483944,14.74,14.74,tropical,NA,NA,NA,36.7,17.8,58.8
Melozone occipitalis,-91.25081126,14.74,14.74,tropical,NA,NA,NA,39.9,18,8.4
Eupherusa eximia,-88.95070776,14.76,14.76,tropical,NA,0.56,NA,4.3,19.5,63.5
Actenoides lindsayi,121.7711849,14.77,14.77,tropical,NA,10.96,NA,92.8,46.5,20.1
Alcippe grotei,106.7186601,14.78,14.78,tropical,NA,2.1,NA,14.3,14.1,10.9
Zosterops nigrorum,121.6868626,14.78,14.78,tropical,NA,1.08,NA,7.3,13.2,17
Orthotomus derbianus,121.5223814,14.79,14.79,tropical,NA,1.26,NA,10.7,17.4,8.1
Ptilinopus roseicapilla,145.565541,14.84,14.84,tropical,NA,5.45,NA,90.4,17.7,27.6
Caprimulgus atripennis,80.45455673,14.86,14.86,tropical,NA,7.7,NA,61,19.9,46.7
Vireolanius pulchellus,-88.30642295,14.9,14.9,tropical,NA,2.71,NA,24,20.9,15.5
Dendropicos elachus,10.09623003,14.92,14.92,tropical,NA,2.05,NA,18.4,15.1,19.6
Cyanophaia bicolor,-61.15622039,14.96,14.96,tropical,NA,0.58,17,4.5,19.3,64.1
Ramphocelus sanguinolentus,-88.20432049,14.98,14.98,tropical,NA,3,NA,41,19.6,16.2
Glaucidium cobanense,-89.33166089,14.99,14.99,tropical,NA,9.05,NA,61.3,13,23.2
Piranga hepatica,-89.80890915,14.99,14.99,tropical,NA,3.85,NA,34.6,19.7,23.3
Schoenicola platyurus,75.26553336,14.99,14.99,tropical,NA,2.15,NA,20,13.6,17
Colaptes mexicanoides,-88.78640162,15,15,tropical,NA,NA,NA,131.5,42.8,22.4
Napothera epilepidota,103.3503837,15,15,tropical,NA,2.25,NA,16,15.5,9.9
Melozone biarcuata,-90.31640303,15.06,15.06,tropical,NA,3.17,NA,30.6,14.8,8.6
Gecinulus viridis,99.0026298,15.09,15.09,tropical,NA,4.7,NA,69.2,24.2,18.5
Zosterops saypani,145.6981328,15.1,15.1,tropical,NA,NA,NA,7.9,11.7,18.8
Chaetura martinica,-61.2737303,15.11,15.11,tropical,NA,1.86,NA,12.5,5.3,69.3
Euphonia flavifrons,-61.3434737,15.12,15.12,tropical,NA,NA,NA,14.7,9.4,30.3
Oreophasis derbianus,-91.61659879,15.12,15.12,tropical,NA,143.04,NA,2071.5,42.7,9
Tangara cabanisi,-92.08880746,15.12,15.12,tropical,NA,2.49,14.5,20,11.4,25.5
Phylloscopus cebuensis,121.6637432,15.13,15.13,tropical,NA,1.25,NA,9,12.5,15.5
Cleptornis marchei,145.7468409,15.17,15.17,tropical,NA,2.02,14,20.2,18,14.8
Acrocephalus brevipennis,-23.82610352,15.18,15.18,tropical,NA,2.08,NA,16,19.3,16
Mirafra erythrocephala,103.1402523,15.19,15.19,tropical,NA,2.45,NA,26.2,14.3,15.4
Atthis ellioti,-90.13048125,15.2,15.2,tropical,NA,0.37,NA,2.9,14.8,66.4
Cyanolyca pumilo,-89.80304704,15.21,15.21,tropical,NA,4.16,NA,47,27.3,9.9
Ceyx melanurus,121.9977625,15.23,15.23,tropical,NA,3.53,NA,22.8,34.2,21.5
Allenia fusca,-61.43520278,15.24,15.24,tropical,NA,5.62,NA,67.1,22.5,23.5
Cyrtonyx ocellatus,-89.60270123,15.24,15.24,tropical,NA,12.61,NA,199.2,15.2,28.9
Eurochelidon sirintarae,100.254407,15.24,15.24,tropical,NA,NA,NA,26,15.1,51
Penelopina nigra,-90.19441884,15.24,15.24,tropical,NA,79.91,NA,890,30.8,5.7
Saltator albicollis,-61.28099041,15.27,15.27,tropical,NA,4.47,NA,41.3,21.1,21.3
Doricha enicura,-90.71935218,15.28,15.28,tropical,NA,0.35,NA,2.4,21.9,67.5
Estrilda rufibarba,44.69229813,15.29,15.29,tropical,NA,0.84,NA,8.5,9.9,19.2
Hylomanes momotula,-88.22294204,15.29,15.29,tropical,NA,3.35,NA,29.3,25.5,19.8
Catharus dryas,-90.74066851,15.31,15.31,tropical,NA,4.24,NA,37.7,19.5,20.8
Campylopterus hemileucurus,-90.52330072,15.32,15.32,tropical,NA,1.23,NA,9.7,32.7,62.5
Acrocephalus hiwae,145.7629546,15.34,15.34,tropical,NA,3.24,NA,30.6,35.6,17.8
Garrulax konkakinhensis,107.6098266,15.34,15.34,tropical,NA,NA,NA,76.7,22,4.3
Lampornis viridipallens,-90.54997332,15.35,15.35,tropical,NA,0.67,NA,5.3,22.7,63.9
Icterus maculialatus,-91.31626531,15.37,15.37,tropical,NA,3.63,NA,37.4,23.9,17.9
Eulampis jugularis,-61.41551496,15.42,15.42,tropical,NA,1.08,18,8.9,27.5,62.7
Rheinardia ocellata,107.0626959,15.43,15.43,tropical,NA,16.08,NA,1500,40.1,11.5
Cinclocerthia ruficauda,-61.61409489,15.45,15.45,tropical,NA,4.92,NA,55,34.8,18.8
Lalage polioptera,101.9472165,15.45,15.45,tropical,NA,4.3,NA,35.8,19.7,27.4
Amazona arausiaca,-61.37630611,15.46,15.46,tropical,NA,15.31,NA,500,38,31.3
Actinodura sodangorum,107.3977446,15.47,15.47,tropical,NA,3.54,NA,38.1,18.2,15.2
Amazona imperialis,-61.3800912,15.47,15.47,tropical,NA,15.31,NA,529.5,44.8,28.1
Myiarchus oberi,-61.38875344,15.48,15.48,tropical,NA,3.67,NA,34.7,25.8,15.3
Dasylophus superciliosus,122.0468089,15.49,15.49,tropical,NA,11.63,NA,123,36,10
Loxigilla noctis,-61.63554363,15.49,15.49,tropical,NA,2.21,NA,16.6,13.9,17.9
Lophornis helenae,-89.07341876,15.5,15.5,tropical,NA,0.38,NA,2.6,14.4,68.5
Ornithion semiflavum,-88.85571927,15.51,15.51,tropical,NA,1.18,NA,6.6,8.8,20.2
Chlorophonia occipitalis,-90.24531554,15.54,15.54,tropical,NA,2.43,NA,25.8,12.6,26.5
Mixornis kelleyi,106.6779578,15.58,15.58,tropical,NA,NA,NA,18.4,13.8,10.8
Ficedula disposita,121.0936009,15.59,15.59,tropical,NA,1.66,NA,11.5,11.9,13.9
Cyanocorax formosus,-93.66805265,15.63,15.63,tropical,NA,NA,NA,210,40.7,18.1
Phapitreron leucotis,121.4350253,15.64,15.64,tropical,NA,6.31,NA,108,18.4,34.9
Zosterops meyeni,121.3666291,15.68,15.68,tropical,NA,1.13,NA,10,13.1,19
Nisaetus philippensis,121.3937502,15.69,15.69,tropical,NA,73.99,NA,1168,38.9,26.4
Pachycephala albiventris,121.4541151,15.73,15.73,tropical,NA,3.01,NA,21.1,17,12.9
Picus viridanus,96.8527919,15.73,15.73,tropical,NA,6.56,NA,111.4,34.8,19.5
Lalage melanoleuca,121.3497099,15.75,15.75,tropical,NA,5.24,NA,46.8,23.3,27.2
Amazona guatemalae,-88.87001536,15.79,15.79,tropical,NA,0,NA,626,46,30.4
Cotinga amabilis,-89.47317056,15.79,15.79,tropical,NA,7.44,NA,71.5,17.9,24
Hedydipna metallica,37.75640482,15.8,15.8,tropical,NA,1.005,NA,7.2,13.2,17
Edolisoma coerulescens,121.5119556,15.81,15.81,tropical,NA,6.52,NA,62.8,27.6,21.1
Apus alexandri,-24.32707507,15.82,15.82,tropical,NA,2.38,NA,35.5,8.7,70.3
Centropus unirufus,121.5685511,15.82,15.82,tropical,NA,13.9,NA,183.8,37.3,13.6
Otus pamelae,45.65425457,15.86,15.86,tropical,NA,10.06,NA,67,19.1,26.7
Sitta solangiae,107.4232873,15.87,15.87,tropical,NA,1.61,NA,15,15,28
Chrysocolaptes haematribon,121.470463,15.89,15.89,tropical,NA,8,NA,142,42.6,21.8
Turnix ocellatus,121.4296002,15.92,15.92,tropical,NA,8.66,NA,110,16.8,27.4
Mulleripicus funebris,121.444619,15.94,15.94,tropical,NA,8.17,NA,164,36.8,20.2
Myadestes unicolor,-90.37761154,15.94,15.94,tropical,NA,4.18,NA,37.9,14.8,23.5
Aethopyga flagrans,121.4481454,15.95,15.95,tropical,NA,0.97,NA,6.7,19.2,13.7
Lewinia mirifica,121.4241402,15.95,15.95,tropical,NA,10.61,NA,68,26.2,27.6
Muscicapa randi,121.416389,15.95,15.95,tropical,NA,1.54,NA,20.1,13.3,21.4
Turnix worcesteri,121.4241591,15.95,15.95,tropical,NA,5.16,NA,67,10.2,31.5
Passer euchlorus,42.8005261,15.96,15.96,tropical,NA,1.7,NA,14,10.5,18.1
Mirafra affinis,79.79730678,15.98,15.98,tropical,NA,2.45,NA,26.2,16.2,18.4
Polihierax insignis,100.9901977,15.98,15.98,tropical,NA,13.95,NA,97,18.5,31.8
Megascops barbarus,-91.38979578,16.01,16.01,tropical,NA,10.1,NA,69,17.7,29
Hydrobates jabejabe,-32.74884352,16.03,16.03,tropical,NA,NA,NA,46.1,15.6,60
Cyanolyca cucullata,-91.38786723,16.04,16.04,tropical,NA,6.48,NA,101.3,32,6.4
Momotus lessonii,-89.6057885,16.07,16.07,tropical,NA,12.05,NA,115,43.4,16.8
Passer iagoensis,-23.9259928,16.07,16.07,tropical,NA,2.12,NA,31.5,13.3,18
Treron seimundi,106.3331418,16.11,16.11,tropical,NA,8.31,NA,157.8,20.7,33.9
Zosterornis striatus,121.7564515,16.15,16.15,tropical,NA,1.6,NA,13.9,14.6,15.2
Melanerpes herminieri,-61.57325807,16.23,16.23,tropical,NA,5.95,15,100,34.9,24.7
Prioniturus luconensis,121.1861359,16.24,16.24,tropical,NA,7.25,NA,108,22.1,42.3
Saltator grandis,-90.67884539,16.27,16.27,tropical,NA,NA,NA,54.9,22.3,14.5
Amazilia wagneri,-96.09643203,16.29,16.29,tropical,NA,0.72,NA,6.3,22.7,63.5
Orthotomus chloronotus,121.1403229,16.35,16.35,tropical,NA,1.14,NA,12.8,17.8,9.6
Pionus senilis,-90.10944195,16.36,16.36,tropical,NA,11.29,NA,212,30.6,41.5
Aramides albiventris,-89.0463873,16.37,16.37,tropical,NA,NA,NA,397,51.3,11.6
Crithagra menachensis,44.69980825,16.39,16.39,tropical,NA,1.65,NA,15.4,10.6,25.2
Turdus infuscatus,-92.61314885,16.41,16.41,tropical,NA,6.64,NA,72.4,21.6,26.1
